20429 // magic number - today's date
# fits for colllisional rates within H2
# >>refer	H2	collision	Le Bourlot, J., Pineau des Forets, G., & Flower, D.R. 1999, MNRAS, 305, 802
#log(q(v,j to v',j') cm3s-1)=a+b/t+c/t2 where t=(T(K)/1000)+dt, 
#v_upper	j_upper	v_lower	j_lower	a	b	c
3	1	2	5	-1.11E+01	-5.04E+00	-3.09E+00
3	1	1	11	-9.99E+00	-1.99E+01	6.62E+00
3	1	2	7	-1.05E+01	-8.34E+00	-5.94E-01
0	15	0	1	-1.28E+01	-1.88E+01	4.70E+00
0	15	0	3	-1.23E+01	-1.66E+01	3.05E+00
0	15	0	5	-1.18E+01	-1.45E+01	1.64E+00
0	15	0	7	-1.14E+01	-1.24E+01	4.05E-01
0	15	1	1	-1.25E+01	-2.32E+01	1.06E+01
0	15	1	3	-1.19E+01	-2.15E+01	9.56E+00
0	15	0	9	-1.10E+01	-1.02E+01	-5.98E-01
0	15	1	5	-1.15E+01	-1.97E+01	8.52E+00
0	15	0	11	-1.06E+01	-7.87E+00	-1.41E+00
0	15	1	7	-1.11E+01	-1.74E+01	7.21E+00
0	15	2	1	-1.18E+01	-2.30E+01	8.14E+00
0	15	2	3	-1.15E+01	-1.92E+01	5.16E+00
0	15	1	9	-1.06E+01	-1.45E+01	5.48E+00
0	15	0	13	-1.00E+01	-5.15E+00	-1.79E+00
0	15	2	5	-1.12E+01	-1.61E+01	3.29E+00
0	15	1	11	-1.02E+01	-1.04E+01	3.88E+00
0	15	2	7	-1.08E+01	-1.41E+01	3.28E+00
0	15	3	1	-1.16E+01	-2.13E+01	2.59E+00
3	3	0	1	-1.26E+01	-2.03E+01	1.02E+01
3	3	0	3	-1.20E+01	-2.09E+01	1.13E+01
3	3	0	5	-1.17E+01	-2.04E+01	9.99E+00
3	3	0	7	-1.13E+01	-1.98E+01	8.51E+00
3	3	1	1	-1.25E+01	-1.06E+01	2.72E-01
3	3	1	3	-1.19E+01	-1.17E+01	1.84E+00
3	3	0	9	-1.11E+01	-1.87E+01	7.00E+00
3	3	1	5	-1.18E+01	-1.03E+01	4.10E-01
3	3	0	11	-1.12E+01	-1.68E+01	4.86E+00
3	3	1	7	-1.12E+01	-1.17E+01	2.40E+00
3	3	2	1	-1.16E+01	-6.22E+00	-1.54E+00
3	3	2	3	-1.11E+01	-5.82E+00	-1.53E+00
3	3	1	9	-1.06E+01	-1.34E+01	3.94E+00
3	3	0	13	-1.10E+01	-1.94E+01	6.10E+00
3	3	2	5	-1.09E+01	-5.44E+00	-1.05E+00
3	3	1	11	-9.88E+00	-1.88E+01	8.45E+00
3	3	2	7	-1.04E+01	-8.39E+00	2.55E+00
3	3	3	1	-9.72E+00	-1.31E+00	-1.19E+00
3	3	0	15	-1.06E+01	-1.98E+01	3.30E+00
2	9	0	1	-1.22E+01	-1.66E+01	2.04E+00
2	9	0	3	-1.19E+01	-1.58E+01	1.79E+00
2	9	0	5	-1.17E+01	-1.44E+01	1.05E+00
2	9	0	7	-1.15E+01	-1.26E+01	1.97E-02
2	9	1	1	-1.18E+01	-1.06E+01	-1.56E+00
2	9	1	3	-1.15E+01	-9.65E+00	-2.03E+00
2	9	0	9	-1.15E+01	-1.02E+01	-1.28E+00
2	9	1	5	-1.12E+01	-8.31E+00	-2.64E+00
2	9	0	11	-1.15E+01	-7.23E+00	-2.89E+00
2	9	1	7	-1.10E+01	-6.53E+00	-3.31E+00
2	9	2	1	-1.15E+01	-6.17E+00	-3.02E+00
2	9	2	3	-1.10E+01	-4.67E+00	-3.70E+00
2	9	1	9	-1.07E+01	-4.50E+00	-3.82E+00
2	9	0	13	-1.17E+01	-4.27E+00	-3.60E+00
2	9	2	5	-1.06E+01	-3.08E+00	-4.25E+00
2	9	1	11	-1.03E+01	-1.85E+00	-4.24E+00
2	9	2	7	-1.01E+01	-1.34E+00	-4.50E+00
2	9	3	1	-1.06E+01	-1.24E+01	2.09E+00
2	9	0	15	-1.09E+01	-7.15E+00	-2.72E+00
2	9	3	3	-1.01E+01	-1.20E+01	3.32E+00
1	13	0	1	-1.27E+01	-1.74E+01	2.70E+00
1	13	0	3	-1.23E+01	-1.59E+01	1.64E+00
1	13	0	5	-1.20E+01	-1.44E+01	6.75E-01
1	13	0	7	-1.18E+01	-1.27E+01	-2.66E-01
1	13	1	1	-1.22E+01	-1.38E+01	9.70E-01
1	13	1	3	-1.19E+01	-1.14E+01	-6.42E-01
1	13	0	9	-1.15E+01	-1.06E+01	-1.41E+00
1	13	1	5	-1.16E+01	-9.18E+00	-1.95E+00
1	13	0	11	-1.12E+01	-8.31E+00	-2.30E+00
1	13	1	7	-1.12E+01	-7.27E+00	-2.79E+00
1	13	2	1	-1.18E+01	-1.34E+01	1.16E+00
1	13	2	3	-1.15E+01	-1.08E+01	-4.11E-01
1	13	1	9	-1.07E+01	-5.48E+00	-3.17E+00
1	13	0	13	-1.07E+01	-6.08E+00	-2.33E+00
1	13	2	5	-1.12E+01	-8.38E+00	-1.57E+00
1	13	1	11	-1.00E+01	-3.38E+00	-3.19E+00
1	13	2	7	-1.09E+01	-6.23E+00	-1.93E+00
1	13	3	1	-1.14E+01	-1.53E+01	1.82E+00
1	13	0	15	-1.01E+01	-2.77E+00	-2.09E+00
1	13	3	3	-1.10E+01	-1.43E+01	2.30E+00
1	13	2	9	-1.04E+01	-4.57E+00	-4.14E-01
3	5	0	1	-1.22E+01	-2.07E+01	8.61E+00
3	5	0	3	-1.19E+01	-1.92E+01	7.02E+00
3	5	0	5	-1.17E+01	-1.80E+01	6.33E+00
3	5	0	7	-1.18E+01	-1.45E+01	1.89E+00
3	5	1	1	-1.22E+01	-1.10E+01	-1.55E+00
3	5	1	3	-1.19E+01	-1.01E+01	-2.22E+00
3	5	0	9	-1.19E+01	-1.18E+01	-8.14E-01
3	5	1	5	-1.16E+01	-9.41E+00	-2.24E+00
3	5	0	11	-1.20E+01	-1.05E+01	-1.32E+00
3	5	1	7	-1.14E+01	-8.18E+00	-2.77E+00
3	5	2	1	-1.17E+01	-6.01E+00	-3.49E+00
3	5	2	3	-1.13E+01	-5.36E+00	-3.66E+00
3	5	1	9	-1.13E+01	-7.42E+00	-2.34E+00
3	5	0	13	-1.13E+01	-1.48E+01	3.13E+00
3	5	2	5	-1.10E+01	-4.56E+00	-3.68E+00
3	5	1	11	-1.05E+01	-1.15E+01	2.27E+00
3	5	2	7	-1.08E+01	-3.20E+00	-3.84E+00
3	5	3	1	-1.04E+01	-8.89E-01	-4.69E+00
3	5	0	15	-1.09E+01	-1.49E+01	1.26E+00
3	5	3	3	-9.95E+00	4.43E-01	-4.97E+00
3	5	2	9	-1.01E+01	-7.03E+00	1.21E+00
3	5	1	13	-1.05E+01	-1.14E+01	9.53E-01
3	7	0	1	-1.16E+01	-2.62E+01	1.47E+01
3	7	0	3	-1.13E+01	-2.47E+01	1.32E+01
3	7	0	5	-1.13E+01	-2.21E+01	1.07E+01
3	7	0	7	-1.11E+01	-2.00E+01	9.40E+00
3	7	1	1	-1.19E+01	-1.52E+01	2.95E+00
3	7	1	3	-1.16E+01	-1.35E+01	1.48E+00
3	7	0	9	-1.15E+01	-1.43E+01	2.66E+00
3	7	1	5	-1.15E+01	-1.13E+01	-2.52E-01
3	7	0	11	-1.16E+01	-1.06E+01	-4.18E-01
3	7	1	7	-1.12E+01	-9.97E+00	-3.66E-01
3	7	2	1	-1.16E+01	-8.38E+00	-1.42E+00
3	7	2	3	-1.12E+01	-7.53E+00	-1.76E+00
3	7	1	9	-1.10E+01	-7.80E+00	-1.56E+00
3	7	0	13	-1.18E+01	-8.71E+00	-6.99E-01
3	7	2	5	-1.10E+01	-6.32E+00	-2.08E+00
3	7	1	11	-1.07E+01	-5.95E+00	-1.80E+00
3	7	2	7	-1.05E+01	-5.09E+00	-2.16E+00
3	7	3	1	-1.06E+01	-4.55E+00	-2.02E+00
3	7	0	15	-1.11E+01	-1.13E+01	1.67E+00
3	7	3	3	-1.02E+01	-3.37E+00	-2.20E+00
3	7	2	9	-9.91E+00	-3.78E+00	-1.84E+00
3	7	1	13	-1.07E+01	-7.52E+00	4.45E-01
3	7	3	5	-9.69E+00	-2.26E+00	-1.90E+00
