20429 // magic number - today's date
# fits for H impact colllisional rates within H2
# >>refer	H2	collision	Le Bourlot, J., Pineau des Forets, G., & Flower, D.R. 1999, MNRAS, 305, 802
#log(q(v,j to v',j') cm3s-1)=a+b/t+c/t2 where t=(T(K)/1000)+dt, 
#v_upper	j_upper	v_lower	j_lower	a	b	c
#0	0	0	0	-8.42E+00	-1.14E-01	-1.46E+00
0	2	0	0	-9.83E+00	-3.98E+00	-1.84E-01
0	2	0	2	-8.31E+00	-8.62E-01	2.34E-02
0	4	0	0	-1.04E+01	-5.89E+00	1.72E+00
0	4	0	2	-9.51E+00	-4.73E+00	5.60E-01
0	4	0	4	-8.31E+00	-8.62E-01	2.34E-02
0	6	0	0	-1.11E+01	-4.71E+00	-2.61E+00
0	6	0	2	-1.02E+01	-5.09E+00	-7.04E-01
0	6	0	4	-9.68E+00	-3.43E+00	-1.88E+00
0	6	0	6	-8.32E+00	-7.88E-01	-1.65E-01
0	8	0	0	-1.16E+01	-4.00E+00	-4.85E+00
0	8	0	2	-1.08E+01	-4.19E+00	-3.95E+00
0	8	0	4	-1.04E+01	-3.35E+00	-3.74E+00
0	8	0	6	-9.85E+00	-2.37E+00	-3.68E+00
0	8	0	8	-8.49E+00	5.02E-01	-2.12E+00
1	0	0	0	-9.95E+00	-6.70E+00	-1.95E+00
1	0	0	2	-9.88E+00	-4.97E+00	-3.02E+00
1	0	0	4	-1.02E+01	-5.02E+00	-2.37E+00
1	0	0	6	-1.05E+01	-5.74E+00	-1.93E+00
1	0	0	8	-1.01E+01	-1.21E+01	7.19E+00
1	0	1	0	-8.43E+00	-1.31E-01	-9.98E-01
1	2	0	0	-1.07E+01	-4.66E+00	-3.97E+00
1	2	0	2	-9.87E+00	-5.41E+00	-2.91E+00
1	2	0	4	-9.97E+00	-4.92E+00	-2.25E+00
1	2	0	6	-1.03E+01	-5.52E+00	-9.71E-01
1	2	0	8	-1.03E+01	-9.61E+00	5.22E+00
1	2	1	0	-1.01E+01	-1.74E+00	-2.17E+00
1	2	1	2	-8.47E+00	2.36E-01	-1.67E+00
1	4	0	0	-1.11E+01	-5.51E+00	-3.10E+00
1	4	0	2	-1.04E+01	-4.84E+00	-3.32E+00
1	4	0	4	-9.88E+00	-5.23E+00	-2.38E+00
1	4	0	6	-9.97E+00	-4.69E+00	-1.60E+00
1	4	0	8	-1.02E+01	-6.71E+00	1.27E+00
1	4	1	0	-1.07E+01	-2.80E+00	-1.57E+00
1	4	1	2	-9.75E+00	-2.43E+00	-1.66E+00
1	4	1	4	-8.40E+00	-2.80E-01	-7.86E-01
0	10	0	0	-1.20E+01	-5.16E+00	-3.75E+00
0	10	0	2	-1.11E+01	-5.19E+00	-3.34E+00
0	10	0	4	-1.07E+01	-5.12E+00	-2.59E+00
0	10	0	6	-1.03E+01	-4.78E+00	-1.95E+00
0	10	0	8	-9.77E+00	-3.38E+00	-2.24E+00
0	10	1	0	-1.22E+01	-8.70E+00	1.93E-01
0	10	1	2	-1.13E+01	-9.58E+00	2.66E+00
0	10	1	4	-1.07E+01	-1.02E+01	5.86E+00
0	10	0	10	-8.31E+00	-8.46E-01	-2.68E-03
1	6	0	0	-1.17E+01	-3.96E+00	-5.54E+00
1	6	0	2	-1.10E+01	-3.66E+00	-5.41E+00
1	6	0	4	-1.07E+01	-3.05E+00	-5.23E+00
1	6	0	6	-1.01E+01	-3.67E+00	-4.06E+00
1	6	0	8	-1.01E+01	-3.38E+00	-3.00E+00
1	6	1	0	-1.17E+01	1.86E-02	-7.36E+00
1	6	1	2	-1.07E+01	-3.81E-01	-6.19E+00
1	6	1	4	-1.00E+01	-5.30E-01	-5.02E+00
1	6	0	10	-1.05E+01	-5.93E+00	2.00E+00
1	6	1	6	-8.61E+00	1.28E+00	-3.21E+00
1	8	0	0	-1.20E+01	-5.13E+00	-4.27E+00
1	8	0	2	-1.13E+01	-4.57E+00	-4.28E+00
1	8	0	4	-1.08E+01	-4.46E+00	-3.83E+00
1	8	0	6	-1.05E+01	-3.85E+00	-3.78E+00
1	8	0	8	-9.97E+00	-4.34E+00	-2.77E+00
1	8	1	0	-1.20E+01	-1.88E+00	-5.19E+00
1	8	1	2	-1.11E+01	-2.06E+00	-4.88E+00
1	8	1	4	-1.06E+01	-1.72E+00	-4.65E+00
1	8	0	10	-9.99E+00	-3.55E+00	-2.06E+00
1	8	1	6	-1.00E+01	-9.09E-01	-4.78E+00
1	8	1	8	-8.43E+00	-4.72E-02	-1.16E+00
2	0	0	0	-1.04E+01	-9.09E+00	-5.28E-01
2	0	0	2	-1.02E+01	-7.35E+00	-1.80E+00
2	0	0	4	-1.07E+01	-5.27E+00	-3.08E+00
2	0	0	6	-1.12E+01	-4.23E+00	-3.96E+00
2	0	0	8	-1.15E+01	-4.88E+00	-3.90E+00
2	0	1	0	-9.86E+00	-7.71E+00	-4.03E-01
2	0	1	2	-9.83E+00	-5.72E+00	-1.69E+00
2	0	1	4	-1.02E+01	-5.34E+00	-1.27E+00
2	0	0	10	-1.15E+01	-8.75E+00	-6.65E-01
2	0	1	6	-1.08E+01	-5.24E+00	-1.35E+00
2	0	1	8	-1.06E+01	-1.06E+01	6.48E+00
2	0	2	0	-8.40E+00	-4.54E-01	-4.30E-01
0	12	0	0	-1.23E+01	-6.16E+00	-2.87E+00
0	12	0	2	-1.16E+01	-6.11E+00	-2.65E+00
0	12	0	4	-1.12E+01	-5.82E+00	-2.46E+00
0	12	0	6	-1.08E+01	-5.60E+00	-2.05E+00
0	12	0	8	-1.04E+01	-5.10E+00	-1.72E+00
0	12	1	0	-1.29E+01	-7.91E+00	-1.53E+00
0	12	1	2	-1.21E+01	-7.85E+00	-1.22E+00
0	12	1	4	-1.16E+01	-7.74E+00	-3.75E-01
0	12	0	10	-9.76E+00	-4.26E+00	-9.10E-01
0	12	1	6	-1.13E+01	-6.47E+00	-9.46E-01
0	12	1	8	-1.08E+01	-6.81E+00	4.31E+00
0	12	2	0	-1.25E+01	-1.65E+01	7.30E+00
0	12	0	12	-8.22E+00	-1.44E+00	7.50E-01
2	2	0	0	-1.12E+01	-6.58E+00	-3.43E+00
2	2	0	2	-1.05E+01	-6.49E+00	-3.24E+00
2	2	0	4	-1.06E+01	-5.07E+00	-4.20E+00
2	2	0	6	-1.11E+01	-3.16E+00	-5.40E+00
2	2	0	8	-1.15E+01	-3.19E+00	-5.35E+00
2	2	1	0	-1.07E+01	-5.81E+00	-2.25E+00
2	2	1	2	-9.98E+00	-4.98E+00	-3.51E+00
2	2	1	4	-1.02E+01	-3.45E+00	-3.74E+00
2	2	0	10	-1.17E+01	-6.43E+00	-2.53E+00
2	2	1	6	-1.07E+01	-3.19E+00	-3.54E+00
2	2	1	8	-1.10E+01	-5.93E+00	9.55E-01
2	2	2	0	-1.03E+01	8.46E-01	-4.99E+00
2	2	0	12	-1.14E+01	-1.33E+01	3.55E+00
2	2	2	2	-8.77E+00	2.41E+00	-5.00E+00
2	4	0	0	-1.18E+01	-5.70E+00	-4.06E+00
2	4	0	2	-1.10E+01	-6.17E+00	-3.11E+00
2	4	0	4	-1.06E+01	-5.89E+00	-3.15E+00
2	4	0	6	-1.06E+01	-4.72E+00	-3.97E+00
2	4	0	8	-1.11E+01	-2.91E+00	-5.06E+00
2	4	1	0	-1.14E+01	-4.90E+00	-2.65E+00
2	4	1	2	-1.05E+01	-4.72E+00	-3.14E+00
2	4	1	4	-1.00E+01	-4.50E+00	-3.24E+00
2	4	0	10	-1.17E+01	-2.86E+00	-5.93E+00
2	4	1	6	-1.03E+01	-2.52E+00	-3.80E+00
2	4	1	8	-1.08E+01	-2.96E+00	-3.62E+00
2	4	2	0	-1.11E+01	8.25E-01	-6.36E+00
2	4	0	12	-1.16E+01	-1.00E+01	1.99E+00
2	4	2	2	-1.00E+01	2.39E-01	-4.88E+00
2	4	2	4	-8.73E+00	2.10E+00	-4.48E+00
1	10	0	0	-1.23E+01	-5.75E+00	-3.83E+00
1	10	0	2	-1.16E+01	-5.30E+00	-3.82E+00
1	10	0	4	-1.13E+01	-4.74E+00	-3.98E+00
1	10	0	6	-1.10E+01	-4.27E+00	-4.02E+00
1	10	0	8	-1.07E+01	-3.62E+00	-4.20E+00
1	10	1	0	-1.27E+01	-2.20E+00	-5.40E+00
1	10	1	2	-1.18E+01	-2.25E+00	-5.31E+00
1	10	1	4	-1.13E+01	-2.12E+00	-5.19E+00
1	10	0	10	-1.02E+01	-3.79E+00	-3.40E+00
1	10	1	6	-1.07E+01	-1.78E+00	-5.05E+00
1	10	1	8	-1.01E+01	-8.27E-01	-5.13E+00
1	10	2	0	-1.32E+01	-5.05E+00	-3.16E+00
1	10	0	12	-1.03E+01	-1.73E+00	-3.93E+00
1	10	2	2	-1.21E+01	-6.49E+00	-1.25E-01
1	10	2	4	-1.15E+01	-6.27E+00	1.51E+00
1	10	1	10	-8.64E+00	1.56E+00	-3.73E+00
2	6	0	0	-1.21E+01	-6.61E+00	-2.42E+00
2	6	0	2	-1.14E+01	-6.39E+00	-2.18E+00
2	6	0	4	-1.10E+01	-6.20E+00	-1.99E+00
2	6	0	6	-1.06E+01	-6.10E+00	-1.91E+00
2	6	0	8	-1.03E+01	-5.85E+00	-1.82E+00
2	6	1	0	-1.19E+01	-4.91E+00	-1.96E+00
2	6	1	2	-1.10E+01	-5.00E+00	-2.07E+00
2	6	1	4	-1.05E+01	-4.71E+00	-2.22E+00
2	6	0	10	-1.09E+01	-4.09E+00	-2.62E+00
2	6	1	6	-9.92E+00	-4.86E+00	-1.70E+00
2	6	1	8	-9.94E+00	-3.73E+00	-1.27E+00
2	6	2	0	-1.19E+01	7.33E-01	-7.06E+00
2	6	0	12	-1.16E+01	-5.98E+00	-1.16E+00
2	6	2	2	-1.07E+01	-8.49E-01	-4.51E+00
2	6	2	4	-9.85E+00	-1.42E+00	-2.94E+00
2	6	1	10	-1.03E+01	-7.40E+00	4.22E+00
2	6	2	6	-8.29E+00	-1.13E+00	4.66E-01
0	14	0	0	-1.31E+01	-6.60E+00	-2.26E+00
0	14	0	2	-1.24E+01	-6.51E+00	-2.12E+00
0	14	0	4	-1.20E+01	-6.27E+00	-2.00E+00
0	14	0	6	-1.17E+01	-6.11E+00	-1.77E+00
0	14	0	8	-1.13E+01	-5.88E+00	-1.56E+00
0	14	1	0	-1.31E+01	-1.10E+01	2.07E+00
0	14	1	2	-1.25E+01	-9.93E+00	1.11E+00
0	14	1	4	-1.23E+01	-8.85E+00	4.27E-01
0	14	0	10	-1.07E+01	-5.50E+00	-1.12E+00
0	14	1	6	-1.21E+01	-7.53E+00	-3.63E-01
0	14	1	8	-1.18E+01	-6.80E+00	-8.60E-02
0	14	2	0	-1.33E+01	-1.55E+01	5.16E+00
0	14	0	12	-1.01E+01	-4.17E+00	-7.71E-01
0	14	2	2	-1.24E+01	-1.61E+01	6.56E+00
0	14	2	4	-1.21E+01	-1.57E+01	7.73E+00
0	14	1	10	-1.15E+01	-5.08E+00	1.63E+00
0	14	2	6	-1.21E+01	-1.38E+01	8.09E+00
0	14	0	14	-8.38E+00	-2.59E-01	-9.35E-01
2	8	0	0	-1.25E+01	-6.39E+00	-2.98E+00
2	8	0	2	-1.18E+01	-5.92E+00	-3.19E+00
2	8	0	4	-1.14E+01	-5.95E+00	-2.66E+00
2	8	0	6	-1.10E+01	-6.28E+00	-1.83E+00
2	8	0	8	-1.06E+01	-6.15E+00	-1.62E+00
2	8	1	0	-1.24E+01	-4.62E+00	-2.79E+00
2	8	1	2	-1.16E+01	-4.37E+00	-3.13E+00
2	8	1	4	-1.10E+01	-4.21E+00	-3.36E+00
2	8	0	10	-1.05E+01	-5.64E+00	-1.63E+00
2	8	1	6	-1.05E+01	-4.27E+00	-2.76E+00
2	8	1	8	-9.91E+00	-4.61E+00	-1.83E+00
2	8	2	0	-1.25E+01	-8.33E-01	-5.20E+00
2	8	0	12	-1.12E+01	-3.44E+00	-2.59E+00
2	8	2	2	-1.15E+01	-1.07E+00	-4.99E+00
2	8	2	4	-1.07E+01	-1.35E+00	-4.37E+00
2	8	1	10	-1.00E+01	-2.98E+00	-1.61E+00
2	8	2	6	-1.00E+01	-8.09E-01	-4.41E+00
2	8	0	14	-1.18E+01	-9.46E+00	4.75E+00
2	8	2	8	-8.25E+00	-1.40E+00	8.16E-01
3	0	0	0	-1.17E+01	-9.55E+00	6.27E-01
3	0	0	2	-1.08E+01	-1.01E+01	1.10E+00
3	0	0	4	-1.13E+01	-6.87E+00	-1.77E+00
3	0	0	6	-1.19E+01	-4.48E+00	-3.67E+00
3	0	0	8	-1.25E+01	-3.32E+00	-5.21E+00
3	0	1	0	-1.05E+01	-1.18E+01	2.96E+00
3	0	1	2	-1.04E+01	-8.32E+00	-8.77E-01
3	0	1	4	-1.10E+01	-5.17E+00	-3.17E+00
3	0	0	10	-1.26E+01	-6.09E+00	-3.17E+00
3	0	1	6	-1.18E+01	-3.05E+00	-5.21E+00
3	0	1	8	-1.18E+01	-6.30E+00	-1.84E+00
3	0	2	0	-1.01E+01	-5.85E+00	-5.95E-01
3	0	0	12	-1.24E+01	-1.26E+01	2.18E+00
3	0	2	2	-1.03E+01	-3.88E+00	-2.48E+00
3	0	2	4	-1.08E+01	-3.90E+00	-2.36E+00
3	0	1	10	-1.20E+01	-1.05E+01	2.62E+00
3	0	2	6	-1.15E+01	-3.88E+00	-1.86E+00
3	0	0	14	-1.20E+01	-2.18E+01	1.12E+01
3	0	2	8	-1.15E+01	-8.72E+00	5.00E+00
3	0	3	0	-8.26E+00	-1.36E+00	6.73E-01
1	12	0	0	-1.30E+01	-6.76E+00	-2.36E+00
1	12	0	2	-1.22E+01	-6.64E+00	-2.12E+00
1	12	0	4	-1.19E+01	-6.09E+00	-2.33E+00
1	12	0	6	-1.16E+01	-5.59E+00	-2.51E+00
1	12	0	8	-1.13E+01	-5.28E+00	-2.53E+00
1	12	1	0	-1.34E+01	-4.10E+00	-3.21E+00
1	12	1	2	-1.27E+01	-3.80E+00	-3.47E+00
1	12	1	4	-1.22E+01	-3.59E+00	-3.54E+00
1	12	0	10	-1.09E+01	-5.14E+00	-2.24E+00
1	12	1	6	-1.17E+01	-3.37E+00	-3.48E+00
1	12	1	8	-1.11E+01	-2.96E+00	-3.42E+00
1	12	2	0	-1.37E+01	-7.39E+00	-3.16E-01
1	12	0	12	-1.03E+01	-5.07E+00	-1.57E+00
1	12	2	2	-1.29E+01	-7.22E+00	-3.90E-01
1	12	2	4	-1.24E+01	-6.55E+00	-6.52E-01
1	12	1	10	-1.03E+01	-2.07E+00	-3.19E+00
1	12	2	6	-1.21E+01	-4.76E+00	-1.63E+00
1	12	0	14	-1.05E+01	-1.17E+00	-3.53E+00
1	12	2	8	-1.16E+01	-4.03E+00	1.22E+00
1	12	3	0	-1.37E+01	-1.60E+01	7.89E+00
1	12	1	12	-8.57E+00	1.03E+00	-2.88E+00
3	2	0	0	-1.17E+01	-1.05E+01	1.30E+00
3	2	0	2	-1.12E+01	-9.22E+00	3.28E-01
3	2	0	4	-1.11E+01	-8.32E+00	-2.78E-01
3	2	0	6	-1.15E+01	-5.61E+00	-2.54E+00
3	2	0	8	-1.21E+01	-3.83E+00	-3.83E+00
3	2	1	0	-1.12E+01	-9.43E+00	7.32E-01
